Link to HLAS catalog,author,Author city of origin,English title,translator name,city where book was published,publisher,year published,translation annotations
https://lccn.loc.gov/bi00005754,Machado de Assis ,Río de Janeiro,Philosopher or dog?,Clotilde Wilson,London,Bloomsbury,1997,Reprint of Wilson's 1954 translation ({HLAS 19:5304}) of {Quincas Borba} ({HLAS 5:4076}). De Bernières' introduction is virtually identical to that in item #bi 00005753#. [DP]
https://lccn.loc.gov/bi97014918,Machado de Assis ,Río de Janeiro,The posthumous memoirs of Brás Cubas ,Gregory Rabassa,New York,Oxford Univ. Press ,1997,"New translation of Machado's famous novel is for the most part faithful and readable. However, work has occasional odd errors and omissions, and fails to give sufficient attention to Machado's rhythm and syntax. Given Rabassa's vast experience as a translator, it is hard not to suspect that carelessness and haste explain the mistakes and lapses. Also poorly edited and inadequately proofread. [DP]"
https://lccn.loc.gov/bi00005817,"Melo, Patrícia ",São Paulo,The killer ,Clifford E. Landers,"Hopewell, N.J. ",Ecco Press ,1997,"Melo's prize-winning novel ({Matador}) is a thriller about a man who accidentally becomes a hired killer and a local hero. Once again Landers achieves an excellent result: colloquial, entirely readable, and authentic, with just the right tone for its narrator whose language one reviewer has called ""racy hoodlum-speak."" [DP]"
https://lccn.loc.gov/bi98007393,"Soares, Jô ",Río de Janeiro,A samba for Sherlock ,Clifford E. Landers,New York,Pantheon Books,1997,"Translation of the well-known comedian and comic writer's first novel, {Xangô de Baker Street} (1995). A playful tale full of intriguing historical details about Rio in 1886 when Sarah Bernhardt visited for the first time, includes all sorts of actual historical figures, political and literary, along with Sherlock Holmes and Dr. Watson, and awards Brazil credit for originating the notion of ""serial killer."" Translation is fluent and fun to read, with occasional excessive literalisms and at times awkward explanations for readers unfamiliar with Brazil. [DP]"
https://lccn.loc.gov/bi00005745,"Coelho, Paulo ",Río de Janeiro,The fifth mountain ,Clifford E. Landers,New York,HarperCollins ,1998,"In this retelling and extensive extrapolation of the story of the Hebrew prophet Elijah, Coelho situates his New Age prose in an appropriate biblical setting. An excellent and faithful translation willing to follow the rhythms and belabored biblical style of the original. [DP]"
https://lccn.loc.gov/bi00005748,"Fonseca, Rubem ",Minas Gerais,Vast emotions & imperfect thoughts ,Clifford E. Landers,"Hopewell, N.J. ",Ecco Press ,1998,"A complex narrative, at once comic and serious, told by a movie director protagonist who accidentally gets involved in a murder and becomes obsessed with Isaac Babel's fiction. Another outstanding translation by Landers, retaining structure and tone of the original while eliminating some redundancies. For comment on original work, see {HLAS 54:4734.} [DP]"
https://lccn.loc.gov/bi00005815,Machado de Assis ,Río de Janeiro,Quincas Borba ,Gregory Rabassa,New York,Oxford Univ. Press ,1998,"Updated translation of another Machado classic, with excellent accompanying essays, is a welcome addition to his work available in English. Rabassa provides a more informal, less strained tone than Wilson's 1954 version (see {lcub}HLAS 19:5304{rcub}). [DP]"
https://lccn.loc.gov/bi00005225,"Almeida, Manuel Antônio de ",Río de Janeiro,Memoirs of a militia sergeant:a novel ,Ronald W. Sousa,New York,Oxford Univ. Press ,1999,Excellent translation of a Brazilian classic first published as a serial in 1852-53. Sousa captures the vivacity and wit of the original while effectively evoking mood and historical milieu of free lower classes of Rio de Janeiro in early-19th century. Outstanding accompanying essays. [DP]
https://lccn.loc.gov/bi00005747,"Coelho, Paulo ",Río de Janeiro,Veronika decides to die ,Margaret Jull Costa,New York,HarperCollins ,1999,"Another of Coelho's spiritual journeys, this time by the 24-year-old protagonist who, after a failed suicide attempt, rediscovers in an insane asylum in Slovenia the preciousness and precariousness of life. Costa's translation is competent, but cannot save Coelho's novel from its by now familiar and conventionally inspirational tone and message. [DP]"
https://lccn.loc.gov/bi00005816,"Melo, Patrícia ",São Paulo,In praise of lies ,Clifford E. Landers,London,Bloomsbury,1999,"Thoroughly enjoyable satire of the craft of writing fiction, the publishing industry, and the narrator's transformation from mediocre plagiarist to successful author of self-help books, set against a background of murder and poisonous snakes. Landers' inventive yet faithful translation catches the wit and humor of the original {Elogio da mentira} (1998). [DP]"
https://lccn.loc.gov/bi2003006111,"Melo, Patrícia ",São Paulo,Inferno ,Clifford E. Landers,London,Bloomsbury,1999,"Melo's third novel to be translated into English, {Inferno} (São Paulo: Companhia das Letras, 2000) won second place in the 2001 Jabutí prize competition for best novel in Brazil, adding to her ever-growing reputation. Novel tells story of an ambitious boy and his struggle for survival in violent world (evoked through Melo's insistence on chaotic enumeration) of Rio de Janeiro's slums. Landers' translation is excellent, convincingly adapting register and rhythms of Rio's drug-trafficking {favelas} to an English-language audience. [DP]"
https://lccn.loc.gov/bi2001004319,"Abreu, Caio Fernando ",Río Grande del Sur,Whatever happened to Dulce Veiga?:a B-novel ,Adria Frizzi,Austin,University of Texas Press ,2000,"As Frizzi points out in her excellent afterword, Abreu (1948-96) repeatedly dealt with Brazilian urban life in its B-class manifestations - his protagonists always at the periphery, never the center, of power. This complex novel ({Onde andará Dulce Veiga} - São Paulo: Companhia das Letras, 1990), at once concentrated and diffused, depicts protagonist's search for a missing singer and for his own identity. Faithfully translated with energy and style. [DP]"
https://lccn.loc.gov/bi2003006108,"Alencar, José Martiniano de ",Ceará,Iracema:a novel ,Clifford E. Landers,New York,Oxford Univ. Press ,2000,"Alencar's Indianist prose-poem, first translated into English by Richard and Isabel Burton in 1886, is given new life by this translation. Landers opts for a far less archaicizing tone and diction than did the Burtons, while attempting to evoke original's poetic flavor and retaining its indigenous terminology. Alencar's explanatory notes are supplemented by a helpful foreword and afterword, and a letter from Alencar about the composition of the book. [DP]"
https://lccn.loc.gov/bi2003006109,"Azevedo, Aluísio ",Maranhão,The slum:a novel ,David H. Rosenthal,Oxford ,Oxford Univ. Press ,2000,"The late David Rosenthal has provided a contemporary translation of Azevedo's most famous novel ({O Cortiço}), a naturalist representation of slum life in late-19th-century Rio de Janeiro. Like 1926 translation by Harry W. Brown entitled {A Brazilian Tenement} (New York: R.M. McBride and Co.), this one takes considerable liberties with the original; in particular, it introduces problems in dealing with Brazilian racial terms. Helpful foreword and afterword. [DP]"
https://lccn.loc.gov/bi2003002607,Machado de Assis ,Río de Janeiro,Esau and Jacob:a novel ,Elizabeth Lowe,New York,Oxford Univ. Press ,2000,"Machado's fascinating 1904 novel about identical twin brothers whose rivalry starts in the womb and continues in their love for the same woman and their conflicting political ideals. Lowe's new translation avoids some of the errors of Helen Caldwell's 1965 version (Berkeley: Univ. of California Press), but reveals a tone-deaf ear as it vacillates between the too casual and the too literal. Result is a very un-Machadian awkwardness. Accompanying essays are a big plus. [DP]"
https://lccn.loc.gov/bi2003006113,"Soares, Jô ",Río de Janeiro,Twelve fingers:biography of an anarchist ,Clifford E. Landers,New York,Pantheon Books,2001,"With his second novel ({O Homem que matou Getúlio Vargas: biografia de um anarquista} - São Paulo: Companhia das Letras, 1998), Soares again delivers a comic fictive history, replete with graphics, faux etymologies, and other amusements. Protagonist Dimitri Borja Korozec, a bumbling assassin, is placed, {Zelig}-style, at crucial world events between 1914 and 1954 when he kills Getúlio Vargas. Landers deftly resolves the many problems the original presents to an English-language audience and, through his creative adaptations, produces a highly enjoyable work. [DP]"
https://lccn.loc.gov/bi2006002200,"Garcia-Roza, Luiz Alfredo ",Río de Janeiro,The silence of the rain ,Benjamin Moser,New York,H. Holt & Co. ,2002,"{O silêncio da chuva} (São Paulo: Companhia das Letras, 1997) is the first novel (winner of the Jabuti prize) in Garcia-Roza's highly successful series devoted to the adventures of Rio de Janeiro detective Inspector Espinosa. A cultured investigator (in the mode of P.D. James' Adam Dalgliesh), a loner who is frequently wrong and constantly puzzled (like Colin Dexter's Inspector Morse), the incorruptible Espinosa looks into the apparent suicide of a Rio businessman. Twists and turns characterize Garcia-Roza's style. The translation is too free: Moser's deletion of phrases and descriptions often seems arbitrary, as do additions he introduces. The descent in register renders the English more colloquial and commonplace than the original. Nonetheless, the novel is a page-turner and Espinosa emerges as an intriguing anti-hero. [DP]"
https://lccn.loc.gov/bi2003006110,"Hatoum, Milton ",Manaos,The brothers ,John Gledson,New York,Farrar  Straus and Giroux ,2002,"Hatoum's second novel ({Dois irmãos} - São Paulo: Companhia das Letras, 2000), published 11 years after his first, won third place in the Jabutí prize's 2001 competition. Work is a dense narrative, exploring a family drama in the Lebanese immigrant community of Manaus. Like Machado in {Esau and Jacob} (see item #bi2003002607#), Hatoum depicts an entire social and physical milieu through the story of rivalrous identical twins, Omar and Yaqub. Gledson's translation is a work of beauty and tact. Includes helpful glossary. [DP]"
https://lccn.loc.gov/bi2006003075,"Veríssimo, Luís Fernando ",Río Grande del Sur,The club of angels ,Margaret Jull Costa,New York,New Directions ,2002,"Verissimo is one of Brazil's most inventive contemporary writers and satirists, and is also a jazz musician and cartoonist. This translation of  {O clube dos anjos} (Rio de Janeiro: Objetiva, 1998), an intriguing comic novel revolving around a club of epicures voluntarily eating their way to death, is the first appearance of his work in English. Wonderfully translated by the very skilled Costa, with only a few glitches. Better copyediting needed however, as the punctuation veers between British and American styles. [DP]"
https://lccn.loc.gov/bi2006003064,"Coelho, Paulo ",Río de Janeiro,Warrior of the light:a manual ,Margaret Jull Costa,New York,HarperCollins ,2003,"Translation of Coelho's work {lcub}Manual do guerreiro da luz{rcub} (Rio de Janeiro: Objetiva, 1997), identified as the companion volume to {lcub}O alquimista{rcub} ({lcub}The alchemist{rcub} - see {lcub}HLAS 54:5075{rcub}), Coelho's astonishingly successful first book, this short work mixes fiction and inspirational advice. This lyrical and banal self-help book is framed as a parable, laced with aphorisms and inspirational paragraphs that convey the typical Coelho message. Despite the skillful work of Coelho's new translator Margaret Jull Costa, the {lcub}Kirkus Reviews{rcub} commentator got it right: ""Each Coelho offering is slightly different in form but similar in voice - a voice that can be uplifting or chock-a-block with placebos of the religio-saccharine."" [DP]"
https://lccn.loc.gov/bi2006002201,"Garcia-Roza, Luiz Alfredo ",Río de Janeiro,December heat ,Benjamin Moser,New York,H. Holt & Co. ,2003,"In {Achados e perdidos} (São Paulo: Companhia das Letras, 1998), the second Inspector Espinosa novel, a retired policeman needs the Inspector's help after waking up with no memory of the night before. To this old ploy Garcia-Roza brings ingenuity and surprise. The translation, though smooth and engaging, is colloquial, even vulgar, where the original is not, as if Moser were adopting an all-too-familiar American noir style. [DP]"
https://lccn.loc.gov/bi2008004004,"Buarque, Chico ",Río de Janeiro,Budapest:a novel ,Alison Entrekin,New York,Grove Press ,2004,"Another of Buarque's surreal and postmodernist tales. This time, the narrator is José Costa, a Brazilian ghostwriter. Upon his return from a conference for ""anonymous writers,"" Costa gets stuck in Budapest, a city whose language fascinates him because of its impossibility (it is said to be ""the only language the devil respects""). With few formal divisions and many paragraphs that continue for pages on end, the book is nonetheless simply written, in a colloquial yet guarded tone that is very effectively evoked by the translator. In 2005, the book was shortlisted for the British Independent Foreign Fiction Prize, which recognizes both authors and translators. [DP]"
https://lccn.loc.gov/bi2006003065,"Coelho, Paulo ",Río de Janeiro,Eleven minutes:a novel ,Margaret Jull Costa,New York,HarperCollins ,2004,"Coelho's recent foray into living one's dream ({Onze minutos} - Rio de Janeiro: Rocco, 2003) is the tale of a self-absorbed Brazilian girl from the {sertão} who becomes a prostitute in Geneva. Presenting itself as a daring work that illuminates the mysteries of female sexuality (11 minutes is the time sexual intercourse supposedly takes, a slight improvement on Irving Wallace's {The seven minutes}, which Coelho credits for inspiring his book), the novel is an excessively didactic work. At times it reads like a crash course in the female orgasm about 30 years late, and at other times like a trendy exploration of sexuality sacred and profane. Costa's translation is excellent and improves on the original. [DP]"
https://lccn.loc.gov/bi2006003067,"Garcia-Roza, Luiz Alfredo ",Río de Janeiro,Southwesterly wind ,Benjamin Moser,New York,H. Holt & Co. ,2004,"{Vento sudoeste} (São Paulo: Companhia das Letras, 1999) is another novel of intrigue and mystery in the Inspector Espinosa series, this time with an unusual premise: a young man seeks the inspector's help to avoid committing a murder, as foretold by a psychic. Moser's translation once again demonstrates his interrelated strengths (a fluid, uncomplicated style) and characteristic weaknesses (excessive colloquialisms, uneven register, constant deletions from the original, and adoption of a conventional police-thriller tone). [DP]"
https://lccn.loc.gov/bi2006003069,"Melo, Patrícia ",São Paulo,Black waltz ,Clifford E. Landers,London,Bloomsbury,2004,"Melo's ambitious novel draws a disturbing and compelling portrait of pathological jealousy. In his vivid, fluent, and taut translation, Landers expertly conveys the inner life of the narrator, a famous Brazilian conductor whose jealousy of his much younger wife spirals out of control, contaminating every aspect of his life."
https://lccn.loc.gov/bi2006003066,"Coelho, Paulo ",Río de Janeiro,The Zahir:a novel of obsession ,Margaret Jull Costa,New York,HarperCollins ,2005,"Coelho's novel once again involves a pilgrimage, both physical and spiritual. The narrator, a best-selling novelist living in Paris, searches as far as Kazakhstan for his mysteriously vanished wife, encountering spiritual guides and helpers who help deliver the usual inspirational message. Costa's translation is excellent, but the Coelho's prose is what it is. [DP]"
https://lccn.loc.gov/bi2006003068,"Garcia-Roza, Luiz Alfredo ",Río de Janeiro,A window in Copacabana ,Benjamin Moser,New York,H. Holt & Co. ,2005,"{Janela em Copacabana} (São Paulo: Companhia das Letras, 2001), the fourth in Garcia-Roza's Inspector Espinosa series, finds the philosophical and romantic inspector attempting to unravel the apparently unrelated murders of three policemen and their girlfriends, which leads to an exposé of police corruption in Rio. Moser's translation is a quick and enjoyable read as usual, and has his characteristic problems: descent in register and constant, apparently arbitrary, deletions of details (sometimes several sentences in a row). [DP]"
https://lccn.loc.gov/bi2008004012,Machado de Assis ,Río de Janeiro,The wager:Aires' journal ,R.L. Scott-Buccleuch,London,Peter Owen ,2005,"This reprint of Scott-Buccleuch's 1990 translation of Machado's last novel (which first appeared in Portuguese in 1908) is occasionally eloquent but more often truncated and awkward. A comparison with Helen Caldwell's translation, titled {lcub}Counselor Ayres' Memorial{rcub} (first published by the Univ. of California Press in 1973) reveals that her translation is superior in accuracy, tone, diction, and English prose style. Scott-Buccleuch cuts terms and phrases, introduces awkard repetitions, and generally produces texts that are not very readable. [DP]"
https://lccn.loc.gov/bi2006003074,"Sarney, José ",Maranhão,Master of the sea ,Gregory Rabassa,Minneapolis,Aliform Pub. ,2005,"Translation of {O dono do mar} (São Paulo: Siciliano, 1995), the first novel (winner of Brazil's Jabuti prize) by the multitalented writer and former president of Brazil. Rabassa's task was a complex one, for the novel is deeply embedded in the myths and legends of Sarney's native Maranhão. Rabassa has shortened and adapted for English readers Sarney's vast list of characters and long glossary, and has on occasion repositioned sentences that were misplaced in the original. Veering between the lyrical and the literal, the translation reads beautifully and conveys the fantastic and magical quality of this novel. [DP]"
https://lccn.loc.gov/bi2006003076,"Veríssimo, Luís Fernando ",Río Grande del Sur,Borges and the eternal orangutans ,Margaret Jull Costa,New York,New Directions ,2005,"In the deliciously clever short novel {Borges e os orangotangos eternos} (São Paulo: Companhia das Letras, 2000), a treat for semioticians and mystery buffs, Veríssimo utilizes the ""murder in a locked room"" ploy, framed as a correspondence between the narrator and Jorge Luis Borges, to whose own fictions (along with those of Poe) Veríssimo owes much. As with another Veríssimo translation (item #bi2006003075#), better copyediting was needed; inconsistent punctuation and other small errors should not be allowed to mar Costa's excellent and spirited translation. [DP]"
https://lccn.loc.gov/bi2008004011,"Garcia-Roza, Luiz Alfredo ",Río de Janeiro,Pursuit:an Inspector Espinosa mystery ,Benjamin Moser,New York,H. Holt & Co. ,2006,"Chief Inspector Espinosa of the Copacabana police is back in Garcia-Roza's fifth thriller, this time involving a psychiatrist and his missing daughter. Told in three parts, this ambiguous narrative, as translated by Moser (by now closely associated with Garcia-Roza's work), reads briskly but suffers from Moser's characteristic tendency toward a more colloquial style than the original (see item #bi2007002066#) and an arbitrary cutting of some phrases while extending and over-explaininig others. [DP]"
https://lccn.loc.gov/bi2007002550,"Lins, Paulo ",Río de Janeiro,City of God ,Alison Entrekin,New York,Black Cat ,2006,"First published in Portuguese in 1997, Lins' debut novel now appears in English, following the enormous success of Fernando Meirelles 2002 film version. The novel traces the lives of petty criminals over several decades in the Rio housing project called Cidade de Deus (City of God). Part ethnography, part fiction, Lins' work presents a formidable challenge to the translator: Lins has countless characters, constant slang, characters with nickname-epithets, and a generally prolix style, piling on detail after detail. Entrekin's solutions generally work well. She keeps explanations to a minimum and trusts in readers' intelligence. [DP]"
https://lccn.loc.gov/bi86106552,"Brandão, Ignácio de Loyola ",São Paulo,Zero ,Ellen Watson,New York,Avon Books ,1983,"The hero is Zero: Loyola Brandão replays the parodical devices of the pop novel to portray the grotesque, nighmarish world of political persecution in Brazil. The book's ferocious denunciation of repression - the terrifying Death Squads - does not encompass the treatment of women: machismo as usual, even among the ""good guys."" Good parodies should transcend their objects of ridicule; Zero seems to repeat the clichés of the alienated commercial media which it criticizes, at least in translation."
https://lccn.loc.gov/bi2008004005,"Brandão, Ignácio de Loyola ",São Paulo,Teeth under the sun ,Cristina Ferreira-Pinto Bailey,Champaign,Dalkey Archive Press ,2007,"Brandão's fascinating and surreal 1976 novel is finally available in a fluent English translation. While conveying the bizarre feel of the original, the translator, despite noting in her foreword the narrative's obsessive and disjointed style, has unnecessarily smoothed out the narrative, as if English-language readers require help. The novel's innovations are, instead, transferred to the physical production of the book, which employs changes in typefaces, layout, and page shadings to help clarify (superfluously) the structure of the novel, thus substantially increasing its length. The English version has too many words: sentence fragments are often extended and grammatical norms observed far more than in the original. The translation is also inconsistent and often upgrades the register of the original. [DP]"
https://lccn.loc.gov/bi2008004007,"Carvalho, Bernardo ",Río de Janeiro,Nine nights ,Benjamin Moser,London,William Heinemann ,2007,"The first translation into English of a novel by the talented, inventive, prize-winning Benardo Carvalho. Mingling fact and fiction, fantasy and reality, the narrator attempts to explore the life and death, over 60 years ago, of Buell Quain, an American ethnologist (1912-39) whose mysterious suicide while working among Indians in the Amazon inspired this novel. The translation reads very well as it spins a fascinating tale of the work in Brazil of anthropologists who later became world-famous, interwoven with a series of alternative accounts of Quain's suicide. [DP]"
https://lccn.loc.gov/bi2007002259,"Coelho, Paulo ",Río de Janeiro,The witch of Portobello:a novel ,Margaret Jull Costa,New York,HarperCollins ,2007,"Coelho takes care to vary his settings and characters, thus retaining his multicultural seductiveness to readers all over the world.  Although this is a more complicated novel than his usual text, with multiple narators relating their experiences with the novel's protagonist, Athena, once again Costa improves on Coelho's basic Portuguese, elaborating on his barely articulated lines. Athena,  born to a gypsy in Romania and adopted by a Lebanese couple, searches for her identity and embodies the usual Coelhian mixture of Jungian psychology and wicca. Nice international touches, as the narrator travels around the world taping interviews with people who knew her. Increasingly, Coelho explores the feminine face of religion, and Costa has intensified this aspect by using feminine pronouns where the Portuguese is ambiguous. She provides a faithful, careful translation that at the same time improves on the original to the extent possible. The various voices add greater variety to Coelho's text, as well as providing the opportunity for a welcome change from his prophetic style of prose. [DP]"
https://lccn.loc.gov/bi2007003836,"Evaristo, Conceição ",Minas Gerais,Ponciá vicencio ,Paloma Martinez-Cruz,Austin,Host Publications Inc. ,2007,"The first novel by poet Conceição Evaristo, written in a poetic and inspirational tone, weaves a mythical tale of Ponciá's journey of self-discovery and redemption through a return to her ancestral roots. Depending on its theme of black suffering and resistance for its power, the text in English is considerably weakened by the translation, which is both too literal and unnecessarily elaborate, with many mistranslations, faulty syntax, and errors of register. [DP]"
https://lccn.loc.gov/bi2010003254,"Proença, Edyr Augusto ",Belem,Hornets' nest ,Richard Bartlett,"Laverstock, UK ",Aflame Books ,2007,"This third novel by Edyr Augusto, a poet, playwright, and journalist from Belém do Pará, was originally published in Brazil in 2004. It is the first of Augusto's novels to be translated into English, and is a disturbing thriller, written in a staccato style with constantly shifting points of view. As Eugene Carey writes in the Latin American Review of Books, ""This is a deep-fried rib of revenge with a lusty hot sauce cooked in a steaming Amazonian boiler - then served up with blood"" (June 1, 2007). Bartlett's translation is biting, vivid, and intense."
https://lccn.loc.gov/bi2008004016,"Sarney, José ",Maranhão,Saraminda:black desire in a field of gold ,Gregory Rabassa,Minneapolis,Aliform Pub. ,2007,"Set in gold country in the area disputed by Brazil and French Guiana in the late-19th century, this tale of the 15-year-old Creole Saraminda, capable of enslaving men, is like a cross between {lcub}Xica da Silva{rcub} (without the humor) and Jorge Amado's {lcub}The Violent Land{rcub} (1945). Rabassa's translation is literal (though not always accurate), and conveys the impatient prose of the original, with clauses piling up in a hurried and irritating manner that, according to some critics, well conveys the violence and crudeness of the time and place. Unfortunately for readers, it produces a graceless and mechanical narrative. [DP]"
https://lccn.loc.gov/bi2008004003,"Almino, João ",Natal,The five seasons of love ,Elizabeth Jackson,Austin,Host Publications Inc. ,2008,"Almino's lyrical novel, a postmodernist celebration of Brasília and of the self, is beautifully translated from the original ({As cinco estações do amor,} 2001; see {HLAS 62:3034}), with a sure touch that very rarely misses its goals. Evidence that faithful and fluid translation is still the best way to convey a gifted writer's prose. [DP]"
https://lccn.loc.gov/bi2008004009,"Coelho, Paulo ",Río de Janeiro,Brida:a novel ,Margaret Jull Costa,New York,HarperCollins ,2008,"Published in 2008 in English as a ""new novel,"" this is in fact Coelho's third, first published in 1990. It is a typical Coelho narrative, strong on spiritual yearning and magic, weak on prose, as it recounts the story of the spiritual journey of an Irish girl who realizes she has been a witch for centuries. A story of reincarnation and witchcraft, of seeking and finding love and letting go. Coelho tries to add significance to his words by capitalizing certain nouns - Love, Tradition, Sun, Moon - to no avail. His vocabulary is simplistic and unvarnished; his images obvious and undemanding; his syntax simple and his message plain. Despite Costa's valiant effort, this book will still appeal to his many fans and alienate those who expect better writing and thinking. Coelho avoids subordinate clauses, and insists on a paratactic style that is easy to read and to digest, always focused on the simple message, not on the delivery. Costa improves the register - no longer Coelho's impatient basic functional prose. A simple philosophy in simple sentences - that is the essence of Paulo Coelho, and the translator's task is not to interfere, while adding a touch of grace to his prose, and in this she succeeds by fleshing out his schematic and hasty prose.  Where Coelho's sentences are truncated and his language unpolished, Costa has added enough embellishment to improve on his style, which is bare without being attractive. [DP]"
https://lccn.loc.gov/bi2010003016,"Garcia-Roza, Luiz Alfredo ",Río de Janeiro,Blackout:an Inspector Espinosa mystery ,Benjamin Moser,New York,Henry Holt and Co. ,2008,"Garcia-Roza by now has a loyal following for his Inspector Espinosa series, psychological thrillers set in Rio de Janeiro and featuring an intelligent and book-loving protagonist. The series is the object of glowing reviews in the English-language press. Originally published in Brazil as {Espinosa sem saída} in 2006, this sixth Espinosa novel revolves around the murder of a one-legged homeless man. Benjamin Moser, who has become Garcia-Roza's translator of choice, again produces a readable and faithful translation."
https://lccn.loc.gov/bi2010003045,"Hatoum, Milton ",Manaos,Ashes of the Amazon ,John Gledson,London,Bloomsbury,2008,"First published in Brazil in 2005, with the title {lcub}Cinzas do Norte{rcub}, this is Hatoum's third novel (and the third to win the prestigious Jabuti award). Set in Manaus, it tells the story of two boys, one rich (the rebellious protagonist, an artist seeking to escape his father's world), one poor (the narrator, an orphan), against the backdrop of the military dictatorship. Gledson's translation is competent and faithful, yet on occasion is too formal."
https://lccn.loc.gov/bi2010000884,"Mussa, Alberto ",Río de Janeiro,The riddle of Qaf ,Lennie Larkin,"Laverstock, UK ",Aflame Books ,2008,"In this prize-winning novel originally published in 2004, Mussa, a Brazilian of Lebanese descent who also translates Arabic poetry, turns to pre-Islamic Arab legend, myth, and poetry to spin a tale of a Brazilian poet seeking to solve an ancient literary mystery. With 28 chapters representing the 28 letters of the Arabic alphabet, interspersed with ""parameters"" and ""excursions,"" the novel is a mixed-genre work that is both fabulous and poetic. A love story as well as a meditation on language and history, this immensely challenging and erudite novel is competently, if somewhat too literally, translated by Larkin."
https://lccn.loc.gov/bi2008004015,"Soares, Luiz Eduardo",Río de Janeiro,Elite squad ,Clifford E. Landers,New York,Weinstein Books ,2008,"Much debated when it appeared in Brazil in 2006, this semi-fictional account aims at ""truth and reconciliation"" between the police and public opinion. Written by an anthropologist who was also head of Brazil's public security branch and two officers in the military police, all three members of Rio's BOPE (Special Police Operations Battalion) - elite troops who deal with drug trafficking in Rio's favelas. José Padilha's feature film of the book won the Golden Bear Prize at the 2008 Berlin International Film Festival. Weinstein Books is a new publisher, formed in 2007 by Bob and Harvey Weinstein, award-winning filmmakers and founders of Miramax Books, who commissioned the translation to coincide with the movie's opening. Landers' translation is outstanding: accurate, fluent, and inventive in its evocation of the tones and rhythms of the original. [DP]"
https://lccn.loc.gov/bi2010003019,"Brandão, Ignácio de Loyola ",São Paulo,Anonymous celebrity ,Nelson H. Vieira,Champaign,Dalkey Archive Press ,2009,"Brandão's fascinating and kaleidoscopic  novel (the fourth of his books to be translated into English), with its echoes of Machado's famous stories ""O Espelho"" and ""Teoria da Medalhão,"" is a parable of our time, in which celebrity itself, dispersed through the media, has become a central life goal. Brandão handles the theme with irony, humor, and gall, using short titled chapters, a variety of typefaces and sizes, and narrative voices. Vieira's expert translation energetically conveys  the inventiveness and weirdness of the original."
https://lccn.loc.gov/bi2010002226,"Coelho, Paulo ",Río de Janeiro,The winner stands alone ,Margaret Jull Costa,New York,HarperCollins ,2009,"Coelho's twelfth novel veers considerably from his usual inspirational style. It is set during 24 hours at the Cannes Film Festival, in the glitzy world of the ""superclass,"" as Coelho terms the powerful who congregate there. A somewhat strained philosophical-thriller, the book, Coelho says in his introduction, is intended as ""a snapshot of my own time."" Thematically akin to Brandão's {Anonymous Celebrity} (see item #bi2010003019#) (in this respect alone), the novel skewers the drive for glamour and fortune and the obsessive pursuit of fame. Costa's translation is highly skilled and fluent."
https://lccn.loc.gov/bi2010003015,"Coutinho, José Domício ",João Pessoa,"Duke, the dog priest ",Clifford E. Landers,"København;;Los Angeles ;Saint Paul, Minn. ",Green Integer;;Distributed in the United States by Consortium Book Sales and Distribution ,2009,"For decades, the Pernambucano Domício Coutinho has lived in New York, where he has become a major force in promoting Brazilian culture, including through his activities as co-founder and president of the Brazilian Cultural Center (and its Brazilian public library), in Manhattan. Landers has produced a brilliant translation of Coutinho's inventive and endlessly entertaining 1998 novel that revolves around the lives of parishioners in a Manhattan Catholic Church. The world as understood by Duke, a dog eager to become a priest, is a quirky and fascinating novel, a worthy companion to Machado's {Quincas Borba}."
https://lccn.loc.gov/bi2010003017,"Garcia-Roza, Luiz Alfredo ",Río de Janeiro,Alone in the crowd:an Inspector Espinosa mystery ,Benjamin Moser,New York,Henry Holt and Co. ,2009,"The popularity among English-language mystery buffs of Garcia-Roza's melancholy and philosophical Inspector Espinosa continues with the publication of the seventh of this series to appear in English. This time, in a translation of Garcia-Roza's 2007 novel {Na Multidão,} the inspector investigates the murder of an elderly woman, and in the process becomes embroiled in aspects of his own past. Moser's generally fluent translation is occasionally stilted, becoming overly literal and explanatory at times."
https://lccn.loc.gov/bi2010003048,"Melo, Patrícia ",São Paulo,Lost world ,Clifford E. Landers,London,Bloomsbury,2009,"In her 2005 novel {Lost World,} Melo continues the story of Máiquel, 10 years after his first appearance as protagonist of her second novel, {O Matador} (1995); [in English: {The Killer,} made into a film titled {Man of the Year}]. In this sequel Máiquel is on a quest to find Erica and his missing daughter Samantha. Landers' translation is lively, capturing well the colloquial voice of Máiquel, with occasional lapses into a too-formal register."
https://lccn.loc.gov/bi2010003041,"Piñon, Nélida ",Río de Janeiro,Voices of the desert:a novel ,Clifford E. Landers,New York,Alfred A. Knopf ,2009,"Arabic literature is making a comeback in Brazil. Piñon's 2004 novel defends the art of storytelling by refocusing the 14th-century Arabic classic {One Thousand and One Nights,} placing Scheherazade and her sisters at the center of the tale. In lush and dramatic prose, Piñon explores the inner and outer worlds of the brave and imaginative Scheherazade. Landers' translation is elegant and fluent, conveying effectively the tone and style of the original. At times, however, he seems to ignore Piñon's careful choice of words, leading to some anachronistic passages."
